ZoneNumber,ZoneName,TagName,ZoneSubType,EnterSp,AlwaysVisible,LimitLevel,PlayAgain,AvatarType,DailyCountExist,DailyGroup,DailyBossExist,DailyFactionCheck,ExpGain,MoneyGain,FirstClearItem,FirstClearCard,FirstClearReward,ClearItem,ClearCard,ClearReward,FirstClearExp,FirstClearEventPoint,FirstClearMoney,ClearExp,ClearEventPoint,ClearMoney,BossInfo,BossReward,PopupId,PopupArgs,Percent_EventPoint,Event_EventPoint,Percent_ExpLucky,Event_ExpLucky,Percent_MoneyLucky,Event_MoneyLucky,Percent_Raid,Event_Raid,Percent_Raid2,Event_Raid2,Percent_BonusSP,Event_BonusSP,Percent_ItemFix,Event_ItemFix,Percent_ItemFix2,Event_ItemFix2,Percent_ItemFix3,Event_ItemFix3,Percent_ItemRandom,Event_ItemRandom,Percent_Piece,Event_Piece,Percent_Friend,Event_Friend,Percent_PvP,Event_PvP,Percent_RandomBranch,Event_RandomBranch,Percent_Non,MapFileName,ThumbnailName,BgmName,BattleImage,ZoneInfoDesc,AdventureSkipConditionStat
550116,[LV58] 풍요의 영지 - 수호자,LV58_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,18700,500,0,18700,"[251016, 120]",335,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550117,[LV59] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,18850,500,0,18850,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1080, 3240]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_2.json,thumb_seaside_b,bgm_adv_warfare,SeaSide_B,골드를 많이 얻을 수 있는 지역입니다.,100
550118,[LV59] 풍요의 영지 - 수호자,LV59_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,18850,500,0,18850,"[251017, 120]",335,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550119,[LV60] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,19000,500,0,19000,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1090, 3270]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550120,[LV60] 풍요의 영지 - 수호자,LV60_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,19000,500,0,19000,"[251018, 120]",335,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550121,[LV61] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,19150,500,0,19150,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1100, 3300]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550122,[LV61] 풍요의 영지 - 수호자,LV61_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,19150,500,0,19150,"[212004, 122]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550123,[LV62] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,19300,500,0,19300,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1110, 3330]",25,"[250004, 1]",25,"[250004, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_2.json,thumb_seaside_b,bgm_adv_warfare,SeaSide_B,골드를 많이 얻을 수 있는 지역입니다.,100
550124,[LV62] 풍요의 영지 - 수호자,LV62_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,19300,500,0,19300,"[222004, 124]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550125,[LV63] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,19450,500,0,19450,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1120, 3360]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550126,[LV63] 풍요의 영지 - 수호자,LV63_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,19450,500,0,19450,"[233009, 126]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550127,[LV64] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,19600,500,0,19600,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1130, 3390]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_2.json,thumb_seaside_b,bgm_adv_warfare,SeaSide_B,골드를 많이 얻을 수 있는 지역입니다.,100
550128,[LV64] 풍요의 영지 - 수호자,LV64_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,19600,500,0,19600,"[243009, 128]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550129,[LV65] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,19750,500,0,19750,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1140, 3420]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550130,[LV65] 풍요의 영지 - 수호자,LV65_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,19750,500,0,19750,"[213010, 130]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550131,[LV66] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,19900,500,0,19900,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1150, 3450]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550132,[LV66] 풍요의 영지 - 수호자,LV66_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,19900,500,0,19900,"[223010, 132]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550133,[LV67] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,20050,500,0,20050,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1160, 3480]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_2.json,thumb_seaside_b,bgm_adv_warfare,SeaSide_B,골드를 많이 얻을 수 있는 지역입니다.,100
550134,[LV67] 풍요의 영지 - 수호자,LV67_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,20050,500,0,20050,"[233010, 134]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550135,[LV68] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,20200,500,0,20200,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1170, 3510]",25,"[250004, 1]",25,"[250004, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550136,[LV68] 풍요의 영지 - 수호자,LV68_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,20200,500,0,20200,"[251019, 140]",335,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550137,[LV69] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,20350,500,0,20350,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1180, 3540]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_2.json,thumb_seaside_b,bgm_adv_warfare,SeaSide_B,골드를 많이 얻을 수 있는 지역입니다.,100
550138,[LV69] 풍요의 영지 - 수호자,LV69_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,20350,500,0,20350,"[251020, 140]",335,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550139,[LV70] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,20500,500,0,20500,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1190, 3570]",25,"[250003, 1]",25,"[250004, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550140,[LV70] 풍요의 영지 - 수호자,LV70_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,20500,500,0,20500,"[251021, 140]",335,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550141,[LV71] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,20650,500,0,20650,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1200, 3600]",25,"[250004, 1]",25,"[250004, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550142,[LV71] 풍요의 영지 - 수호자,LV71_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,20650,500,0,20650,"[232004, 142]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550143,[LV72] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,20800,500,0,20800,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1210, 3630]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_2.json,thumb_seaside_b,bgm_adv_warfare,SeaSide_B,골드를 많이 얻을 수 있는 지역입니다.,100
550144,[LV72] 풍요의 영지 - 수호자,LV72_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,20800,500,0,20800,"[242004, 144]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550145,[LV73] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,20950,500,0,20950,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1220, 3660]",25,"[250004, 1]",25,"[250004, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550146,[LV73] 풍요의 영지 - 수호자,LV73_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,20950,500,0,20950,"[243010, 146]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550147,[LV74] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,21800,500,0,21100,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1230, 3690]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_2.json,thumb_seaside_b,bgm_adv_warfare,SeaSide_B,골드를 많이 얻을 수 있는 지역입니다.,100
550148,[LV74] 풍요의 영지 - 수호자,LV74_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,21800,500,0,21100,"[213011, 148]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550149,[LV75] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,21250,500,0,21250,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1240, 3720]",25,"[250004, 1]",25,"[250004, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550150,[LV75] 풍요의 영지 - 수호자,LV75_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,21250,500,0,21250,"[223011, 150]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550151,[LV76] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,21400,500,0,21400,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1250, 3750]",25,"[250001, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550152,[LV76] 풍요의 영지 - 수호자,LV76_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,21400,500,0,21400,"[233011, 152]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550153,[LV77] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,21550,500,0,21550,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1260, 3780]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_2.json,thumb_seaside_b,bgm_adv_warfare,SeaSide_B,골드를 많이 얻을 수 있는 지역입니다.,100
550154,[LV77] 풍요의 영지 - 수호자,LV77_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,21550,500,0,21550,"[243011, 154]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550155,[LV78] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,21700,500,0,21700,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1270, 3810]",25,"[250004, 1]",25,"[250004, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550156,[LV78] 풍요의 영지 - 수호자,LV78_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,21700,500,0,21700,"[251022, 160]",335,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550157,[LV79] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,21850,500,0,21850,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1280, 3840]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_2.json,thumb_seaside_b,bgm_adv_warfare,SeaSide_B,골드를 많이 얻을 수 있는 지역입니다.,100
550158,[LV79] 풍요의 영지 - 수호자,LV79_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,21850,500,0,21850,"[251023, 160]",335,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550159,[LV80] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,22000,500,0,22000,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1290, 3870]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550160,[LV80] 풍요의 영지 - 수호자,LV80_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,22000,500,0,22000,"[251024, 160]",335,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550161,[LV81] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,22150,500,0,22150,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1300, 3900]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550162,[LV81] 풍요의 영지 - 수호자,LV81_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,22150,500,0,22150,"[212005, 162]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550163,[LV82] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,22300,500,0,22300,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1310, 3930]",25,"[250002, 1]",25,"[250002, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_2.json,thumb_seaside_b,bgm_adv_warfare,SeaSide_B,골드를 많이 얻을 수 있는 지역입니다.,100
550164,[LV82] 풍요의 영지 - 수호자,LV82_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,22300,500,0,22300,"[222005, 164]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
550165,[LV83] 풍요의 영지,,11,0,1,14,1,0,1,9,0,0,0,0,[0],0,[0],[0],0,[0],500,0,22450,500,0,22450,[],0,0,"[5, 5]",0,[],100,"[150, 250]",550,"[1320, 3960]",25,"[250004, 1]",25,"[250004, 1]",0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],300,Seaside_1.json,thumb_seaside_a,bgm_adv_warfare,SeaSide_A,골드를 많이 얻을 수 있는 지역입니다.,100
550166,[LV83] 풍요의 영지 - 수호자,LV83_풍요의영지_수호자,11,0,1,14,0,0,1,9,1,0,0,0,[0],0,[0],[0],0,[0],500,0,22450,500,0,22450,"[213012, 166]",325,0,"[5, 5]",0,[],0,[],0,[],0,[],0,[],0,[0],0,[],0,[],0,[],0,[],0,[0],0,[0],0,[1],0,[],1000,Gold_Battlecity_1.json,thumb_battlecity_scene,bgm_adv_outdoors,Finite_battle,"골드를 많이 얻을 수 있는 지역입니다.
수호자를 쓰러트리면 다음 레벨의 교차 차원이 오픈됩니다.",0
